iter	F1	Logloss
0	0.9747182016	0.4651222247
1	0.9747182016	0.3249500825
2	0.9747182016	0.2419884482
3	0.9747182016	0.1889154244
4	0.9747465925	0.1489974295
5	0.9747323969	0.1305219672
6	0.9748192607	0.1146881235
7	0.9747925462	0.1018363829
8	0.9747925462	0.09390534255
9	0.9747783476	0.08637146259
10	0.9747925462	0.08356555974
11	0.9748067451	0.07907486646
12	0.9748067451	0.07609608615
13	0.9748067451	0.07275161575
14	0.9748209445	0.06887932952
15	0.9748209445	0.06619600785
16	0.9748351443	0.06467923332
17	0.9748493445	0.06300158509
18	0.9748777461	0.06207470718
19	0.9748919475	0.06090485836
20	0.974866918	0.06022268169
21	0.974923731	0.05939506978
22	0.9749396261	0.05897302923
23	0.9750106578	0.05860734613
24	0.9751243301	0.05769133987
25	0.9752238151	0.05673341699
26	0.9753091041	0.05643465759
27	0.9753944081	0.05576205803
28	0.9754245645	0.05521646174
29	0.9754956707	0.05490494876
30	0.9755241161	0.0544832134
31	0.9757375094	0.05377863281
32	0.9758940572	0.05341117391
33	0.9761503346	0.05296099387
34	0.976321261	0.05245051142
35	0.976351526	0.05223871952
36	0.9765510389	0.05195572208
37	0.976768484	0.05173166285
38	0.9769093182	0.05140002931
39	0.9770538014	0.05091606945
40	0.9771394291	0.05032422588
41	0.9773660134	0.05000468863
42	0.9775820783	0.04971874727
43	0.9778411414	0.04921302151
44	0.9780288641	0.04894930665
45	0.9781880671	0.0487530679
46	0.9783311429	0.04836411647
47	0.9785887848	0.04811294642
48	0.978660376	0.04785093431
49	0.9788484774	0.0476924946
50	0.9790204145	0.04746042164
51	0.9791389364	0.0472205168
52	0.9791982176	0.0469606448
53	0.9793416198	0.04667590277
54	0.9795281053	0.04651153735
55	0.9797290154	0.04623790281
56	0.9799300079	0.04600050775
57	0.9799730885	0.04580087946
58	0.9800077571	0.04541786125
59	0.9801801571	0.04528657223
60	0.9802663798	0.0451740359
61	0.9803833711	0.04487543273
62	0.9805127715	0.04468421318
63	0.9806709738	0.04443056762
64	0.9807593134	0.04415345926
65	0.9810471521	0.04383892601
66	0.9810121274	0.04368271773
67	0.981174634	0.04348497684
68	0.9812343094	0.04328144477
69	0.9813516403	0.04309732734
70	0.981394876	0.04302717217
71	0.9816667115	0.04277074955
72	0.9818109302	0.04264496921
73	0.9818686296	0.04255170154
74	0.9819428583	0.04234724431
75	0.9820171062	0.04207933256
76	0.9820913733	0.04186936129
77	0.9822336279	0.04158433131
78	0.9823635867	0.04143202797
79	0.9824459964	0.04129453216
80	0.9825781292	0.0410840336
81	0.9826401928	0.04092877988
82	0.9827558119	0.04073332257
83	0.9829748261	0.04052838896
84	0.983063762	0.04034100981
85	0.9833343158	0.04010576324
86	0.9834790482	0.0399922754
87	0.983452281	0.03987088265
88	0.9835680976	0.03976842256
89	0.9837440732	0.03948945402
90	0.9838766606	0.03931581619
91	0.9839680308	0.03918883893
92	0.9841129886	0.03905802589
93	0.9842189401	0.03886527669
94	0.9842602194	0.03872972654
95	0.9842892263	0.03857031952
96	0.9843762573	0.03844070689
97	0.9844878355	0.03828600844
98	0.984490079	0.03820839509
99	0.9846039147	0.03806330403
100	0.9846184265	0.0379312565
101	0.9847780849	0.03770701367
102	0.984826163	0.03758936069
103	0.9848574683	0.03743370577
104	0.984913289	0.0373191921
105	0.9849859058	0.03720896163
106	0.9851021149	0.03708023659
107	0.9851602298	0.0369252368
108	0.9852160656	0.03678733489
109	0.985320081	0.03667186952
110	0.9854340704	0.03655325527
111	0.9854822855	0.03639359258
112	0.9855940019	0.03624332044
113	0.9857394393	0.03606179712
114	0.9857440724	0.03596644078
115	0.9858191368	0.03578729903
116	0.9859210013	0.03560369776
117	0.9859524384	0.03549629164
118	0.9861125725	0.03536649022
119	0.9861125725	0.03521527797
120	0.986170816	0.03508151403
121	0.9861440338	0.0349636827
122	0.9862581942	0.0348269838
123	0.9863042388	0.03467653658
124	0.9863188054	0.03445652912
125	0.9863770764	0.03427891323
126	0.9864936391	0.03407870502
127	0.9866393811	0.03390644275
128	0.9866393811	0.03377737421
129	0.9868241498	0.03365803369
130	0.9868119489	0.03357445468
131	0.9869869481	0.03347682584
132	0.9870378851	0.03331113075
133	0.9871060451	0.03323780618
134	0.9871766005	0.03312303547
135	0.987351729	0.03303832749
136	0.987410119	0.03288783525
137	0.9874660983	0.03276842965
138	0.9875415217	0.0326259873
139	0.9876267159	0.03244552444
140	0.9876851353	0.03238484298
141	0.9877581693	0.03232637766
142	0.9877459954	0.03222372873
143	0.987765474	0.03215502231
144	0.9878117453	0.03201986722
145	0.9878434113	0.0318680582
146	0.9878141836	0.03178618571
147	0.988045602	0.0316260101
148	0.9881308699	0.031517232
149	0.9881893584	0.03146905942
150	0.9882064427	0.03137864374
151	0.9882356921	0.03135202204
152	0.9882356921	0.0312450002
153	0.9883234507	0.03116982612
154	0.9882845011	0.0310445497
155	0.9884258554	0.03090072361
156	0.9885307616	0.03075497629
157	0.988716066	0.03063993193
158	0.9888478307	0.03043827145
159	0.9888796171	0.03038753928
160	0.9889503386	0.03028201155
161	0.9890235715	0.03017599306
162	0.9891261159	0.03006562045
163	0.9891822039	0.02995850742
164	0.9891968557	0.02989169125
165	0.9892408137	0.02978528431
166	0.9893580542	0.02961631227
167	0.9893873686	0.02953188323
168	0.9894753225	0.02941722168
169	0.9894727872	0.02936111559
170	0.9896021968	0.02918627903
171	0.9896633963	0.02905746807
172	0.9897488431	0.02894258193
173	0.9898049593	0.02882796272
174	0.9897539461	0.02878900165
175	0.9899248761	0.02869103889
176	0.9900690481	0.02852373192
177	0.9902426055	0.02837373394
178	0.9902451856	0.02827735599
179	0.990303912	0.02813556668
180	0.9903920147	0.02804708924
181	0.9903946037	0.02798846163
182	0.9904507585	0.02787577178
183	0.990480133	0.02778289473
184	0.9904680389	0.027672789
185	0.990541485	0.02758052206
186	0.9905829576	0.02751517029
187	0.9906564168	0.02745100891
188	0.9908275344	0.02735386508
189	0.990901022	0.02728684509
190	0.9909745205	0.02714949831
191	0.99104803	0.02704120149
192	0.9912018803	0.02694866218
193	0.9912459978	0.02691375953
194	0.9912927604	0.02681224695
195	0.9913101116	0.02673207953
196	0.9913368883	0.02664150987
197	0.9913836669	0.02657549057
198	0.9914398688	0.02642438549
199	0.9915402148	0.02633652134
200	0.9915402148	0.02625718499
201	0.9915254998	0.02619169476
202	0.9915549303	0.02617036439
203	0.991557587	0.02611286485
204	0.9916311751	0.02604357042
205	0.9916606134	0.02600773489
206	0.991645894	0.02596458461
207	0.9917462707	0.02586730494
208	0.9918640553	0.02569199524
209	0.9918814562	0.02559679802
210	0.9919082318	0.02554485489
211	0.9920648725	0.0254082794
212	0.9921211032	0.02533129777
213	0.9922242246	0.02524072065
214	0.992268426	0.02520830834
215	0.9922951961	0.0251457024
216	0.9923836108	0.02506786746
217	0.9924278241	0.02501548791
218	0.9924573018	0.02496660215
219	0.9925282903	0.0248797483
220	0.9925282903	0.02477476955
221	0.9926314853	0.02465135401
222	0.9926877409	0.02459196572
223	0.9926729965	0.02455003448
224	0.9927909635	0.02441894143
225	0.9928204596	0.0243724151
226	0.9927614691	0.02429332904
227	0.9928204596	0.02423653722
228	0.9928057114	0.02416561892
229	0.992808441	0.0240692297
230	0.9929089585	0.02399185274
231	0.9928969425	0.0239392362
232	0.9930067445	0.02382765959
233	0.9930417365	0.02373376707
234	0.9930592362	0.02363392601
235	0.9930887499	0.02357508701
236	0.9930860037	0.02349086719
237	0.9930499681	0.02339992964
238	0.9931948141	0.02328367246
239	0.9931773014	0.02319971383
240	0.9932511063	0.02313997252
241	0.9932806314	0.023077632
242	0.9932806314	0.02301847913
243	0.9932806314	0.02296074114
244	0.9932926362	0.02292179166
245	0.9933129178	0.0228677465
246	0.9933129178	0.02283020686
247	0.9933129178	0.02276665447
248	0.9933276827	0.02272880834
249	0.9933839829	0.02265611305
250	0.9934698182	0.02254690582
251	0.9936091872	0.02243461707
252	0.9937217915	0.02233793112
253	0.9937808803	0.02226566529
254	0.9938427663	0.02219515937
255	0.993943411	0.02209748714
256	0.9939553924	0.02205745913
257	0.9940440653	0.02196342208
258	0.9940292854	0.02190227029
259	0.9940440653	0.02183619147
260	0.9940588457	0.02176857723
261	0.9941031893	0.02170862601
262	0.9941059948	0.02164666414
263	0.9941623204	0.02152946106
264	0.994150345	0.02147328238
265	0.9941623204	0.02144575082
266	0.9942425896	0.02134009372
267	0.994346086	0.02127030255
268	0.9943904482	0.02120206244
269	0.99443199	0.02110535411
270	0.9944587422	0.02099486491
271	0.9944467788	0.02091947442
272	0.9944735309	0.0208720381
273	0.9945031097	0.02081794617
274	0.9945178997	0.02077215974
275	0.9945326902	0.02073486926
276	0.9945622725	0.02070171433
277	0.9945798971	0.0206325307
278	0.9946897361	0.02057486547
279	0.9947045301	0.02049771325
280	0.9947193246	0.02045693525
281	0.9947369612	0.02041553144
282	0.9947517574	0.02036454816
283	0.9947250066	0.02030661242
284	0.9947073701	0.0202553059
285	0.9947341195	0.02023302368
286	0.9947489148	0.02018803017
287	0.9948081006	0.02011334493
288	0.9948228981	0.02006658707
289	0.9948553432	0.0199906721
290	0.994870143	0.019932073
291	0.9949145448	0.01987929679
292	0.9949737534	0.01979840185
293	0.9950033604	0.01975136062
294	0.9950329691	0.01967661769
295	0.9951843749	0.01960362974
296	0.9951872428	0.01953944485
297	0.995213988	0.01948031445
298	0.9952464744	0.0194293249
299	0.9952612834	0.01939167175
300	0.995305713	0.01931576426
301	0.995335335	0.01922980915
302	0.9953501466	0.0191800174
303	0.995335335	0.01912975649
304	0.9953797712	0.01908944408
305	0.9953649587	0.01900289024
306	0.9954213294	0.01894305793
307	0.9954184478	0.01888100136
308	0.9954480733	0.01885001111
309	0.9954954009	0.0187796417
310	0.9954805857	0.01876580617
311	0.9955369604	0.01870816497
312	0.9955517764	0.01867457281
313	0.9955694833	0.01864073797
314	0.9956258633	0.01859340134
315	0.995640682	0.01854329852
316	0.9957147822	0.01848526614
317	0.9957444253	0.01843584446
318	0.9957592475	0.01837618127
319	0.9957917969	0.0183014595
320	0.9958481902	0.01823558067
321	0.9958362716	0.01818765256
322	0.9958778413	0.01811782491
323	0.9958778413	0.01806932433
324	0.9959371487	0.01805020756
325	0.9959104048	0.01798063347
326	0.9959697193	0.0179295967
327	0.9960261232	0.01786973658
328	0.9960409538	0.01781541265
329	0.9961032028	0.01775517916
330	0.9961566894	0.01770416125
331	0.9961566894	0.01765911275
332	0.9961270233	0.01761467221
333	0.9962130984	0.01757437312
334	0.9962337921	0.01753228839
335	0.9962486289	0.0175076524
336	0.9962634661	0.01746502751
337	0.9963169499	0.01741432413
